userID,movieID,originalTitle,rating,review date
ur4666067,tt0332452,Troy,1,26 January 2005
ur0361658,tt0090163,Threads,9,26 January 2005
ur4666439,tt0119215,Good Burger,10,26 January 2005
ur4666443,tt0355987,Salem's Lot,1,26 January 2005
ur3619846,tt0405159,Million Dollar Baby,10,26 January 2005
ur2471535,tt0276919,Dogville,9,26 January 2005
ur1145090,tt0319061,Big Fish,10,26 January 2005
ur4664571,tt0135659,Storm of the Century,10,26 January 2005
ur1219578,tt0107497,Malice,6,26 January 2005
ur1941835,tt0298814,The Core,4,26 January 2005
ur0023903,tt0101775,Drop Dead Fred,1,26 January 2005
ur4111911,tt0087050,Children of the Corn,3,26 January 2005
ur1590118,tt0343135,Along Came Polly,2,26 January 2005
ur4303406,tt0109541,A Dark Adapted Eye,10,26 January 2005
ur4666334,tt0066214,Performance,7,26 January 2005
ur0361658,tt0059418,Major Dundee,7,26 January 2005
ur4658947,tt0084787,The Thing,10,26 January 2005
ur2759363,tt0037330,The Suspect,7,26 January 2005
ur4666588,tt0405159,Million Dollar Baby,10,26 January 2005
ur2904081,tt0115493,Alaska,6,26 January 2005
ur1355507,tt0091064,The Fly,9,26 January 2005
ur3936530,tt0368447,The Village,5,26 January 2005
ur1762952,tt0333766,Garden State,4,26 January 2005
ur4666383,tt0355954,Riding the Bullet,10,26 January 2005
ur0483657,tt0325537,Head of State,8,26 January 2005
ur4410820,tt0418494,Innan frosten,9,26 January 2005
ur4662139,tt0052618,Ben-Hur,2,26 January 2005
ur4666577,tt0347149,Hauru no ugoku shiro,10,26 January 2005
ur4661294,tt0369226,Alone in the Dark,1,26 January 2005
ur1693235,tt0036418,Tender Comrade,8,26 January 2005
ur1844968,tt0370263,AVP: Alien vs. Predator,10,26 January 2005
ur4666675,tt0113264,Harrison Bergeron,10,26 January 2005
ur4666680,tt0376968,Vozvrashchenie,10,26 January 2005
ur2420383,tt0043456,The Day the Earth Stood Still,7,26 January 2005
ur2568038,tt0058708,The Unsinkable Molly Brown,5,26 January 2005
ur2759363,tt0048517,The Prodigal,3,26 January 2005
ur4666643,tt0099797,The Hot Spot,9,26 January 2005
ur4666718,tt0084237,The Last Unicorn,10,26 January 2005
ur4666705,tt0333766,Garden State,10,26 January 2005
ur1727899,tt0074226,Blue Sunshine,4,26 January 2005
ur2445125,tt0120467,Vulgar,6,26 January 2005
ur4666768,tt0120753,The Million Dollar Hotel,10,26 January 2005
ur4453273,tt0053084,The Mouse That Roared,4,26 January 2005
ur4666799,tt0097815,Major League,10,26 January 2005
ur4666821,tt0062155,Privilege,10,26 January 2005
ur1824400,tt0338751,The Aviator,8,26 January 2005
ur3621191,tt0174480,Autumn in New York,1,26 January 2005
ur0291681,tt0250798,Uprising,2,26 January 2005
ur4666821,tt0067327,The Last Movie,10,26 January 2005
ur4666883,tt0122474,Elvis Meets Nixon,10,26 January 2005
ur2375356,tt0074937,Murder by Death,8,26 January 2005
ur2420383,tt0078762,Amateur Night at the Dixie Bar and Grill,10,26 January 2005
ur4666929,tt0099566,The Field,1,26 January 2005
ur1453013,tt0120815,Saving Private Ryan,10,26 January 2005
ur4666823,tt0416712,Elaan,1,26 January 2005
ur0819382,tt0037954,"Objective, Burma!",8,26 January 2005
ur0830251,tt0120906,Zero Effect,7,26 January 2005
ur2257730,tt0386792,Something the Lord Made,10,26 January 2005
ur3848464,tt0268126,Adaptation.,8,26 January 2005
ur4260051,tt0118799,La vita è bella,9,26 January 2005
ur1505916,tt0120467,Vulgar,3,26 January 2005
ur2979081,tt0364079,Trekkies 2,9,26 January 2005
ur4667032,tt0078788,Apocalypse Now,3,26 January 2005
ur4664190,tt0345908,Die sechs Kummerbuben,7,26 January 2005
ur3709929,tt0107981,Romance de Valentía,9,26 January 2005
ur4663490,tt0371519,Alien Dreamtime,7,26 January 2005
ur4664126,tt0438241,Milionari de weekend,10,26 January 2005
ur4663073,tt0208020,Burning Man 2020,9,26 January 2005
ur4646523,tt0049518,Le monde du silence,10,26 January 2005
ur4665026,tt0424136,Hard Candy,5,26 January 2005
ur4620473,tt0439213,Husk,7,26 January 2005
ur2445114,tt0382077,Hide and Seek,2,26 January 2005
ur2307919,tt0111147,"Shake, Rattle and Rock!",5,27 January 2005
ur1722042,tt0368578,Are We There Yet?,4,27 January 2005
ur4667011,tt0370263,AVP: Alien vs. Predator,10,27 January 2005
ur4604720,tt0293508,The Phantom of the Opera,10,27 January 2005
ur4667006,tt0436019,5th World,1,26 January 2005
ur4664609,tt0300523,Sueurs,2,26 January 2005
ur4664651,tt0050077,Whirlybirds,10,26 January 2005
ur4663766,tt0093898,Russkies,10,26 January 2005
ur3839285,tt0345561,"La leggenda di Al, John e Jack",8,26 January 2005
ur1295179,tt0207422,Don Juan in Hell,10,26 January 2005
ur4664262,tt0365510,Missing Persons,9,26 January 2005
ur4663564,tt0384134,"Give and Take, and Take",9,26 January 2005
ur4083686,tt0294929,Sorum,10,26 January 2005
ur4172848,tt0365748,Shaun of the Dead,5,27 January 2005
ur2788951,tt0346156,Sky Captain and the World of Tomorrow,8,27 January 2005
ur1225584,tt0155975,Psycho,6,27 January 2005
ur4206557,tt0118276,Buffy the Vampire Slayer,10,27 January 2005
ur4395192,tt0406650,The Chumscrubber,10,27 January 2005
ur4639610,tt0042674,Let's Dance,10,26 January 2005
ur3833388,tt0123324,Why Do Fools Fall in Love,5,26 January 2005
ur4666823,tt0396690,Kisna: The Warrior Poet,2,26 January 2005
ur4666475,tt0374900,Napoleon Dynamite,10,26 January 2005
ur0388652,tt0338751,The Aviator,6,26 January 2005
ur3001058,tt0065385,L'alliance,9,26 January 2005
ur3486010,tt0330793,The Punisher,5,26 January 2005
ur0607500,tt0101951,The Giant of Thunder Mountain,8,26 January 2005
ur0662858,tt0424129,Gunner Palace,9,26 January 2005
ur4274515,tt0083275,Variola vera,10,26 January 2005
ur1876602,tt0429245,Whole,9,26 January 2005
ur1194063,tt0120804,Resident Evil,1,27 January 2005
ur2689622,tt0407362,Battlestar Galactica,1,26 January 2005
ur3483938,tt0045607,The Captain's Paradise,8,26 January 2005
ur1600952,tt0275066,Welcome to Death Row,9,26 January 2005
ur1087405,tt0054047,The Magnificent Seven,1,27 January 2005
ur4667198,tt0387199,Entourage,10,27 January 2005
ur1906424,tt0040665,On an Island with You,7,27 January 2005
ur1826450,tt0387564,Saw,2,27 January 2005
ur0269966,tt0092897,Disorderlies,10,27 January 2005
ur1946964,tt0272344,La vida de Pedro Infante,6,26 January 2005
ur1888886,tt0013917,A Chapter in Her Life,5,26 January 2005
ur2553391,tt0410097,Hustle & Flow,10,26 January 2005
ur3140166,tt0047144,En karl i köket,7,26 January 2005
ur2402531,tt0435933,Birthday Boy,10,27 January 2005
ur0296601,tt0187114,H.M.S. Pinafore,1,27 January 2005
ur0925400,tt0317198,Bridget Jones: The Edge of Reason,2,27 January 2005
ur0296601,tt0441324,Jerry Springer: The Opera,10,27 January 2005
ur1408548,tt0064940,Fellini - Satyricon,1,27 January 2005
ur2453130,tt0074975,Northville Cemetery Massacre,8,27 January 2005
ur1325295,tt0338751,The Aviator,1,27 January 2005
ur0835751,tt0049778,Somebody Up There Likes Me,6,27 January 2005
ur0581842,tt0112772,Da mao xian jia,6,26 January 2005
ur0992453,tt0067192,The Headless Eyes,1,26 January 2005
ur0783721,tt0203166,Tillsammans,6,26 January 2005
ur0543054,tt0343818,"I, Robot",2,26 January 2005
ur1132073,tt0071075,The World at War,10,26 January 2005
ur1132073,tt0295427,The Master of Disguise,8,26 January 2005
ur2297740,tt0054017,Last Woman on Earth,2,27 January 2005
ur0441329,tt0387564,Saw,4,27 January 2005
ur4661815,tt0115563,"Aquí llega Condemor, el pecador de la pradera",10,27 January 2005
ur1791238,tt0286486,The Shield,10,26 January 2005
ur4568849,tt0244512,Finding Buck McHenry,3,27 January 2005
ur4391177,tt0390468,Septem8er Tapes,9,26 January 2005
ur3267630,tt0050281,The Cyclops,9,27 January 2005
ur4667510,tt0243017,Waking Life,10,27 January 2005
ur1285487,tt0311361,Jesus Christ Vampire Hunter,5,27 January 2005
ur4230072,tt0330500,Ju-on,7,27 January 2005
ur4014649,tt0245429,Sen to Chihiro no kamikakushi,10,27 January 2005
ur1729664,tt0370263,AVP: Alien vs. Predator,6,27 January 2005
ur4667591,tt0374900,Napoleon Dynamite,10,27 January 2005
ur0139258,tt0100403,Predator 2,10,27 January 2005
ur3083361,tt0119822,As Good as It Gets,10,27 January 2005
ur2360984,tt0335266,Lost in Translation,8,27 January 2005
ur2714163,tt0370263,AVP: Alien vs. Predator,1,27 January 2005
ur4667775,tt0243664,Wit,9,27 January 2005
ur3744391,tt0327679,Ella Enchanted,9,27 January 2005
ur1370753,tt0051207,The Wrong Man,9,27 January 2005
ur2549960,tt0062138,Point Blank,10,27 January 2005
ur4667965,tt0082971,Raiders of the Lost Ark,10,27 January 2005
ur4161789,tt0304141,Harry Potter and the Prisoner of Azkaban,1,27 January 2005
ur1255798,tt0073195,Jaws,8,27 January 2005
ur4668041,tt0374900,Napoleon Dynamite,8,27 January 2005
ur1255798,tt0265086,Black Hawk Down,3,27 January 2005
ur4667516,tt0265459,One Hour Photo,5,27 January 2005
ur0200029,tt0390521,Super Size Me,8,27 January 2005
ur1255798,tt0032904,The Philadelphia Story,8,27 January 2005
ur0033913,tt0376747,Margery and Gladys,10,27 January 2005
ur0172654,tt0117887,That Thing You Do!,9,27 January 2005
ur2591501,tt0304141,Harry Potter and the Prisoner of Azkaban,7,27 January 2005
ur4667899,tt0335245,The Ladykillers,1,27 January 2005
ur3670777,tt0116638,Innocent Victims,8,27 January 2005
ur0172654,tt0088247,The Terminator,10,27 January 2005
ur2591501,tt0181536,Finding Forrester,5,27 January 2005
ur1058823,tt0301357,Good Bye Lenin!,8,27 January 2005
ur1162550,tt0093185,The Hidden,10,27 January 2005
ur4667989,tt0327554,Catwoman,1,27 January 2005
ur0464186,tt0346094,Uzak,10,27 January 2005
ur4668278,tt0388230,Malevolence,9,27 January 2005
ur4624475,tt0320691,Underworld,5,27 January 2005
ur1162550,tt0185371,House on Haunted Hill,4,27 January 2005
ur3851337,tt0293508,The Phantom of the Opera,10,27 January 2005
ur4303684,tt0337921,Cellular,7,27 January 2005
ur3589282,tt0047365,Prince Valiant,7,27 January 2005
ur1046460,tt0077651,Halloween,7,27 January 2005
ur1436336,tt0350028,Raising Helen,1,27 January 2005
ur4665945,tt0177516,The American Dreamer,10,27 January 2005
ur3553575,tt0374102,Open Water,8,27 January 2005
ur4668385,tt0393162,Coach Carter,9,27 January 2005
ur0802412,tt0385004,Shi mian mai fu,6,27 January 2005
ur0276756,tt0338751,The Aviator,1,27 January 2005
ur4656324,tt0077834,Laserblast,5,27 January 2005
ur4668495,tt0357054,The Last Shot,10,27 January 2005
ur0172654,tt0105807,When the Party's Over,4,27 January 2005
ur1536369,tt0364751,Without a Paddle,5,27 January 2005
ur4275938,tt0093815,Life Story,8,27 January 2005
ur4379535,tt0040308,Easter Parade,10,27 January 2005
ur4668609,tt0083894,Die Erben,9,27 January 2005
ur4668582,tt0065371,Adam at Six A.M.,1,27 January 2005
ur4005592,tt0096734,The 'Burbs,10,27 January 2005
ur0663392,tt0047365,Prince Valiant,10,27 January 2005
ur4412515,tt0293508,The Phantom of the Opera,8,27 January 2005
ur1570048,tt0318974,The Alamo,8,27 January 2005
ur0185160,tt0360009,Spartan,7,27 January 2005
ur4668307,tt0108052,Schindler's List,10,27 January 2005
ur0139258,tt0056552,Tales of Terror,8,27 January 2005
ur4668759,tt0410939,Yu Ming Is Ainm Dom,9,27 January 2005
ur4580433,tt0365748,Shaun of the Dead,10,27 January 2005
ur4668767,tt0120338,Titanic,9,27 January 2005
ur4668161,tt0060666,Manos: The Hands of Fate,1,27 January 2005
ur4355274,tt0362270,The Life Aquatic with Steve Zissou,10,27 January 2005
ur1600043,tt0026725,Les Misérables,5,27 January 2005
ur4668899,tt0120338,Titanic,8,27 January 2005
ur3311971,tt0361696,Raise Your Voice,10,27 January 2005
ur4668799,tt0327437,Around the World in 80 Days,4,27 January 2005
ur0783721,tt0338097,Head in the Clouds,6,27 January 2005
ur1162550,tt0277371,Not Another Teen Movie,1,27 January 2005
ur4669020,tt0368447,The Village,10,27 January 2005
ur4668907,tt0058777,Zulu,10,27 January 2005
ur4266193,tt0292644,The Rules of Attraction,9,27 January 2005
ur4329660,tt0078841,Being There,9,27 January 2005
ur0446676,tt0386005,San ging chaat goo si,1,27 January 2005
ur1726589,tt0293508,The Phantom of the Opera,1,27 January 2005
ur2284588,tt0346491,Alexander,2,27 January 2005
ur1600043,tt0025509,Les misérables,9,27 January 2005
ur2184982,tt0382621,Crónicas,1,27 January 2005
ur4197405,tt0383694,Vera Drake,10,27 January 2005
ur1162550,tt0376078,Planet of the Erotic Ape,1,27 January 2005
ur4669278,tt0245238,Lost and Delirious,10,27 January 2005
ur3027260,tt0056262,The Music Man,10,27 January 2005
ur1600043,tt0084340,Les misérables,9,27 January 2005
ur0581842,tt0106582,Cliffhanger,6,27 January 2005
ur0581842,tt0051542,Corridors of Blood,4,27 January 2005
ur1406078,tt0089470,The Legend of Billie Jean,7,27 January 2005
ur1555175,tt0376541,Closer,3,27 January 2005
ur2071359,tt0361127,The Woodsman,10,27 January 2005
ur3174947,tt0114069,Outbreak,8,27 January 2005
ur4561403,tt0375063,Sideways,1,27 January 2005
ur1355507,tt0082084,Bloody Birthday,1,27 January 2005
ur4669421,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9,27 January 2005
ur3672931,tt0366996,The Saddest Music in the World,3,27 January 2005
ur4669466,tt0087197,Electric Dreams,10,27 January 2005
ur0172654,tt0038650,It's a Wonderful Life,10,27 January 2005
ur4165524,tt0069113,The Poseidon Adventure,10,27 January 2005
ur4580433,tt0045205,Sudden Fear,6,27 January 2005
ur4140616,tt0293508,The Phantom of the Opera,10,27 January 2005
ur0172654,tt0035211,The Pride of the Yankees,10,27 January 2005
ur3174947,tt0258000,Panic Room,8,27 January 2005
ur1162550,tt0168714,Dream Witch,3,27 January 2005
ur3510121,tt0067595,The Point,10,27 January 2005
ur1287681,tt0284674,Pauly Shore Is Dead,2,27 January 2005
ur2154134,tt0165929,Romeo Must Die,9,27 January 2005
ur1588706,tt0099327,A Cry in the Wild,4,27 January 2005
ur1226760,tt0381681,Before Sunset,6,27 January 2005
ur4669593,tt0361841,Little Black Book,1,27 January 2005
ur3641905,tt0357413,Anchorman: The Legend of Ron Burgundy,1,27 January 2005
ur2431540,tt0388441,The Story of an African Farm,8,27 January 2005
ur1142410,tt0266697,Kill Bill: Vol. 1,8,27 January 2005
ur4669525,tt0368891,National Treasure,10,27 January 2005
ur4669502,tt0070239,Jesus Christ Superstar,10,27 January 2005
ur3112392,tt0113637,Les Misérables in Concert,10,27 January 2005
ur0172654,tt0090685,Back to School,9,27 January 2005
ur2154134,tt0057693,X,5,27 January 2005
ur3441814,tt0391198,The Grudge,1,27 January 2005
ur1954888,tt0290673,Irréversible,1,27 January 2005
ur2431540,tt0318462,Diarios de motocicleta,8,27 January 2005
ur0231755,tt0006864,Intolerance: Love's Struggle Throughout the Ages,10,27 January 2005
ur1142410,tt0385267,In Good Company,8,27 January 2005
ur4524699,tt0331952,The Clearing,1,27 January 2005
ur4668998,tt0062711,Barbarella,9,27 January 2005
ur4668225,tt0234355,"Nu, pogodi!",10,27 January 2005
ur4067532,tt0357277,Elektra,1,27 January 2005
ur4668231,tt0114436,Showgirls,9,27 January 2005
ur4647871,tt0293508,The Phantom of the Opera,10,27 January 2005
ur4667833,tt0102988,The Story Lady,8,27 January 2005
ur0562732,tt0286244,Les triplettes de Belleville,5,27 January 2005
ur2285039,tt0240736,Moonstalker,10,27 January 2005
ur2184982,tt0418773,Junebug,10,27 January 2005
ur3282525,tt0200422,All Forgotten,1,27 January 2005
ur1600043,tt0337555,Los miserables,10,27 January 2005
ur3955773,tt0301454,Inspector Gadget 2,8,27 January 2005
ur2285039,tt0070795,A Thief in the Night,10,27 January 2005
ur4669946,tt0052649,The Bridal Path,10,27 January 2005
ur3447914,tt0436262,Ellie Parker,10,27 January 2005
ur4669962,tt0305632,Fascination,1,27 January 2005
ur2051267,tt0115931,Compagna di viaggio,6,27 January 2005
ur4548211,tt0387805,200 American,8,27 January 2005
ur4266247,tt0037258,Sensations of 1945,9,27 January 2005
ur0836984,tt0021985,Hyppolit a lakáj,9,27 January 2005
ur4114735,tt0092677,Blue Monkey,4,27 January 2005
ur0172654,tt0076666,Saturday Night Fever,9,27 January 2005
ur4636243,tt0107131,Homeward Bound: The Incredible Journey,10,27 January 2005
ur4669984,tt0338751,The Aviator,2,27 January 2005
ur4670076,tt0078435,Uchu kara no messeji,1,27 January 2005
ur2248099,tt0071276,Captain Kronos: Vampire Hunter,7,27 January 2005
ur4642333,tt0375063,Sideways,3,27 January 2005
ur0554241,tt0376541,Closer,1,27 January 2005
ur0134919,tt0308644,Finding Neverland,8,27 January 2005
ur3103440,tt0024216,King Kong,10,27 January 2005
ur2764846,tt0363589,Elephant,4,27 January 2005
ur0291684,tt0252444,Rabbit-Proof Fence,10,27 January 2005
ur2721657,tt0047507,The Snow Creature,5,27 January 2005
ur3865022,tt0265208,The Girl Next Door,1,27 January 2005
ur4632137,tt0340137,Grande école,9,27 January 2005
ur4662168,tt0396690,Kisna: The Warrior Poet,1,27 January 2005
ur4660481,tt0396690,Kisna: The Warrior Poet,1,27 January 2005
ur4668313,tt0339291,A Series of Unfortunate Events,1,27 January 2005
ur3251248,tt0102854,Schneeweißrosenrot,9,27 January 2005
ur4670598,tt0398514,Medieval Lives,10,27 January 2005
ur4325221,tt0091526,El mirón y la exhibicionista,8,27 January 2005
ur4668367,tt0389054,Johnny You're Wanted,7,27 January 2005
ur2615480,tt0106304,Ardh el-Ahlam,6,27 January 2005
ur2848457,tt0365748,Shaun of the Dead,9,27 January 2005
ur0096146,tt0064622,The Magic Christian,8,27 January 2005
ur4624475,tt0240510,The Four Feathers,6,27 January 2005
ur3982937,tt0064276,Easy Rider,9,27 January 2005
ur1771083,tt0109542,Dark Angel: The Ascent,9,27 January 2005
ur1213416,tt0393162,Coach Carter,4,27 January 2005
ur1416505,tt0368447,The Village,7,27 January 2005
ur0172654,tt0089504,Lost in America,9,27 January 2005
ur2127203,tt0406650,The Chumscrubber,1,27 January 2005
ur2248099,tt0098258,Say Anything...,6,27 January 2005
ur3931893,tt0167260,The Lord of the Rings: The Return of the King,8,27 January 2005
ur4624475,tt0106985,Gallowglass,10,27 January 2005
ur4503295,tt0348064,"Sobri, ponyvafilm",10,27 January 2005
ur0650385,tt0417668,Fela in Concert,6,27 January 2005
ur0581842,tt0284066,Shuang tong,3,27 January 2005
ur0562732,tt0357413,Anchorman: The Legend of Ron Burgundy,5,27 January 2005
ur1219578,tt0085190,Au nom de tous les miens,7,27 January 2005
ur0172654,tt0120679,Frida,10,27 January 2005
ur1784604,tt0372588,Team America: World Police,10,27 January 2005
ur4111911,tt0110932,Quiz Show,7,27 January 2005
ur0172654,tt0101698,Defending Your Life,9,27 January 2005
ur0139258,tt0357277,Elektra,10,27 January 2005
ur4561403,tt0368578,Are We There Yet?,10,27 January 2005
ur2248099,tt0276816,Below,5,27 January 2005
ur0172654,tt0278435,Enough,6,27 January 2005
ur4470192,tt0369226,Alone in the Dark,1,27 January 2005
ur4670400,tt0283883,And Now... Ladies and Gentlemen...,10,27 January 2005
ur3440984,tt0338751,The Aviator,8,27 January 2005
ur1972619,tt0368447,The Village,8,27 January 2005
ur3706128,tt0097550,I Bought a Vampire Motorcycle,7,27 January 2005
ur2950235,tt0087985,Red Dawn,2,27 January 2005
ur1849989,tt0408181,Shankar Dada MBBS,10,27 January 2005
ur2791772,tt0249371,Asoka,10,27 January 2005
ur3440984,tt0317705,The Incredibles,10,27 January 2005
ur4670438,tt0110912,Pulp Fiction,10,27 January 2005
ur4670466,tt0074193,Beauty and the Beast,9,27 January 2005
ur4670583,tt0158983,"South Park: Bigger, Longer & Uncut",10,27 January 2005
ur1843183,tt0368447,The Village,7,27 January 2005
ur0180277,tt0338751,The Aviator,5,27 January 2005
ur0992453,tt0097008,Cameron's Closet,4,27 January 2005
ur4670717,tt0144084,American Psycho,7,27 January 2005
ur2957228,tt0185708,Street Fighter Zero,8,27 January 2005
ur4670453,tt0338013,Eternal Sunshine of the Spotless Mind,1,27 January 2005
ur3469144,tt0079470,Life of Brian,10,27 January 2005
ur4546502,tt0098663,The Wizard,10,27 January 2005
ur0486888,tt0377556,Bu san,9,27 January 2005
ur1843183,tt0286106,Signs,6,27 January 2005
ur2759363,tt0047573,Them!,9,27 January 2005
ur4670848,tt0423793,666: The Demon Child,8,27 January 2005
ur1173088,tt0361596,Fahrenheit 9/11,4,27 January 2005
ur1341909,tt0367677,Dracula 3000,1,27 January 2005
ur4670857,tt0308644,Finding Neverland,10,27 January 2005
ur4000272,tt0260615,The Forsyte Saga,10,27 January 2005
ur4670890,tt0432109,Submission: Part I,1,27 January 2005
ur3751599,tt0385004,Shi mian mai fu,8,27 January 2005
ur0011762,tt0355954,Riding the Bullet,7,27 January 2005
ur1404413,tt0310149,Shurayukihime,5,27 January 2005
ur4670950,tt0297181,I Spy,10,27 January 2005
ur4670865,tt0361596,Fahrenheit 9/11,10,27 January 2005
ur2444068,tt0222029,If You Believe,8,27 January 2005
ur0278043,tt0053750,The Dark at the Top of the Stairs,10,27 January 2005
ur4671158,tt0098213,Roger & Me,4,27 January 2005
ur4671133,tt0199626,In the Cut,1,27 January 2005
ur3862340,tt0038057,Scarlet Street,5,27 January 2005
ur4624475,tt0325123,Bright Young Things,10,27 January 2005
ur4670950,tt0374900,Napoleon Dynamite,10,27 January 2005
ur4671217,tt0310793,Bowling for Columbine,10,27 January 2005
ur1055603,tt0120184,Sphere,7,27 January 2005
ur4671153,tt0293508,The Phantom of the Opera,10,27 January 2005
ur4111911,tt0332375,Saved!,8,27 January 2005
ur4671217,tt0361596,Fahrenheit 9/11,7,27 January 2005
ur1697897,tt0329101,Freddy vs. Jason,10,27 January 2005
ur4669862,tt0078346,Superman,10,27 January 2005
ur2072869,tt0276751,About a Boy,10,27 January 2005
ur2285039,tt0374900,Napoleon Dynamite,8,27 January 2005
ur4671281,tt0160410,Into the Breach: 'Saving Private Ryan',10,27 January 2005
ur0934022,tt0276919,Dogville,9,27 January 2005
ur4588275,tt0376541,Closer,10,27 January 2005
ur4671139,tt0276198,Horse Crazy,6,27 January 2005
ur2393347,tt0327056,Mystic River,5,27 January 2005
ur4337892,tt0093692,Over the Top,9,27 January 2005
ur4671406,tt0081505,The Shining,10,27 January 2005
ur4671403,tt0108188,Sonachine,9,27 January 2005
ur2950235,tt0360009,Spartan,7,27 January 2005
ur4111911,tt0091474,Manhunter,9,27 January 2005
ur4671468,tt0333766,Garden State,5,27 January 2005
ur0845083,tt0385004,Shi mian mai fu,4,27 January 2005
ur4671580,tt0097967,Next of Kin,10,27 January 2005
ur3665892,tt0060196,"Il buono, il brutto, il cattivo",10,27 January 2005
ur4669652,tt0345551,Latter Days,10,27 January 2005
ur0005684,tt0045737,Escape from Fort Bravo,7,27 January 2005
ur2444068,tt0110737,Only You,10,27 January 2005
ur0562732,tt0283461,The Making of 'Sands of Iwo Jima',8,27 January 2005
ur0845083,tt0293508,The Phantom of the Opera,2,27 January 2005
ur2521408,tt0406551,Bab el shams,9,27 January 2005
ur4671572,tt0047230,Men of the Fighting Lady,10,27 January 2005
ur1504142,tt0373861,Die Geschichte vom weinenden Kamel,9,27 January 2005
ur4671486,tt0084390,Narayama bushikô,8,27 January 2005
ur4592016,tt0138698,Diana: A Tribute to the People's Princess,10,27 January 2005
ur4671609,tt0059448,Mirage,10,27 January 2005
ur0809347,tt0125128,The Hanging Garden,9,27 January 2005
ur2785090,tt0328107,Man on Fire,6,27 January 2005
ur4671659,tt0336325,Dracula II: Ascension,8,27 January 2005
ur3761568,tt0338348,The Polar Express,10,27 January 2005
ur4669024,tt0286716,Hulk,8,27 January 2005
ur4671734,tt0364569,Oldeuboi,8,27 January 2005
ur0344807,tt0039437,Green Dolphin Street,9,27 January 2005
ur3393856,tt0395169,Hotel Rwanda,9,27 January 2005
ur4111911,tt0118715,The Big Lebowski,10,27 January 2005
ur4614141,tt0112462,Batman Forever,3,27 January 2005
ur1994813,tt0240890,Serendipity,10,27 January 2005
ur4205035,tt0362227,The Terminal,1,27 January 2005
ur3123128,tt0070903,The Way We Were,10,27 January 2005
ur4640553,tt0280870,Liberty Stands Still,4,27 January 2005
ur2615539,tt0120737,The Lord of the Rings: The Fellowship of the Ring,8,27 January 2005
ur2457681,tt0361596,Fahrenheit 9/11,6,27 January 2005
ur1770506,tt0349903,Ocean's Twelve,1,27 January 2005
ur4227298,tt0368447,The Village,10,27 January 2005
ur4659931,tt0245238,Lost and Delirious,9,27 January 2005
ur3201376,tt0367677,Dracula 3000,1,27 January 2005
ur4602368,tt0087928,Police Academy,9,27 January 2005
ur3518148,tt0090605,Aliens,10,27 January 2005
ur1588706,tt0095875,Plain Clothes,6,27 January 2005
ur3199297,tt0094017,The Spirit,8,27 January 2005
ur2950235,tt0117008,Matilda,7,27 January 2005
ur0892646,tt0357277,Elektra,7,27 January 2005
ur4672278,tt0104299,Freejack,10,27 January 2005
ur4480528,tt0065970,The Lawyer,10,27 January 2005
ur1588706,tt0120630,Chicken Run,9,27 January 2005
ur4568122,tt0015648,Bronenosets Potyomkin,7,27 January 2005
ur4592223,tt0120631,Ever After,10,27 January 2005
ur2346881,tt0058450,Les parapluies de Cherbourg,9,27 January 2005
ur4234137,tt0075132,The Return of a Man Called Horse,4,27 January 2005
ur3187543,tt0093512,Maurice,10,27 January 2005
ur3966175,tt0363547,Dawn of the Dead,4,27 January 2005
ur4661141,tt0079714,Phantasm,10,27 January 2005
ur3451276,tt0103900,The ButterCream Gang,9,27 January 2005
ur1532177,tt0361596,Fahrenheit 9/11,2,27 January 2005
ur4672435,tt0098577,Vampire's Kiss,1,27 January 2005
ur4670979,tt0138993,ATF,1,27 January 2005
ur1532177,tt0138704,Pi,4,27 January 2005
ur3310554,tt0123335,Zatôichi nidan-kiri,8,27 January 2005
ur3931893,tt0314979,Battlestar Galactica,7,27 January 2005
ur4671534,tt0374102,Open Water,7,27 January 2005
ur3127648,tt0165798,Ghost Dog: The Way of the Samurai,1,27 January 2005
ur2547554,tt0405308,Shadows of the Dead,3,27 January 2005
ur2876488,tt0061497,Comanche blanco,1,27 January 2005
ur4672551,tt0328390,Second Best,10,27 January 2005
ur0386545,tt0022100,M - Eine Stadt sucht einen Mörder,9,27 January 2005
ur2763382,tt0376968,Vozvrashchenie,9,27 January 2005
ur4672565,tt0076752,The Spy Who Loved Me,10,27 January 2005
ur4672542,tt0185906,Band of Brothers,10,27 January 2005
ur3076805,tt0119094,Face/Off,8,27 January 2005
ur4671815,tt0289879,The Butterfly Effect,7,27 January 2005
ur3160810,tt0368447,The Village,6,27 January 2005
ur1588706,tt0113729,Mad Love,6,27 January 2005
ur3650292,tt0370263,AVP: Alien vs. Predator,7,27 January 2005
ur4672150,tt0093969,Siesta,9,27 January 2005
ur4617093,tt0367089,The Squid and the Whale,10,27 January 2005
ur2293681,tt0118266,The New Batman Adventures,5,27 January 2005
ur1397516,tt0059578,Per qualche dollaro in più,9,27 January 2005
ur1132073,tt0117894,Thinner,10,27 January 2005
ur1132073,tt0047795,Abbott and Costello Meet the Mummy,10,27 January 2005
ur0331374,tt0436262,Ellie Parker,10,27 January 2005
ur0381820,tt0082316,Elephant Parts,6,27 January 2005
ur3901275,tt0062136,Playtime,1,27 January 2005
